Price,Close,Daily_Return,Rolling_Volatility,RSI,MACD,MACD_Signal,MACD_Hist,SMA_20,SMA_50,SMA_200,Volume_Ratio,Target
2022-04-27,1264.1826171875,0.0009727318067063173,0.017775978407593575,65.15501313038476,31.005086573351036,26.590277615149304,4.414808958201732,1208.040997314453,1140.2578588867189,1096.5173300170898,1.338175375214762,-1
2022-04-28,1283.0657958984375,0.014937065621854595,0.01795645083827987,67.74667264784031,33.279303384093964,27.92808276893824,5.351220615155725,1212.5296936035156,1144.2933642578125,1098.1321682739258,1.6743165943526241,-1
2022-04-29,1269.5972900390625,-0.010497127974597786,0.017841298035041312,64.08545049933392,33.607435137243556,29.063953242599304,4.543481894644252,1215.1983276367187,1148.4039404296875,1099.7193640136718,1.1813722740106574,-1
2022-05-02,1265.1380615234375,-0.003512317291956224,0.017472726623341022,62.873921943183745,33.12580577294034,29.876323748667513,3.249482024272826,1218.5130859375,1151.7027734375,1101.3329498291016,0.621579745991437,-1
2022-05-04,1225.64306640625,-0.03121793290261854,0.018996976680601005,53.26858894805415,29.220360868221405,29.745131172578294,-0.5247703043568883,1219.3730529785157,1154.2572094726563,1102.7197119140626,1.2184533821047412,-1
2022-05-05,1201.6412353515625,-0.019583051307966892,0.019528287059422722,48.42671096366368,23.912867814654874,28.57867850099361,-4.665810686338737,1218.8543395996094,1156.0535986328125,1103.9509744262696,1.058409983462295,-1
2022-05-06,1192.42724609375,-0.007667837110397424,0.019338909370519696,46.67285070857234,18.747045135999088,26.612351827994708,-7.86530669199562,1218.7314880371093,1157.8395166015625,1105.1673352050782,1.1847398602677937,-1
2022-05-09,1145.8568115234375,-0.03905515805922055,0.021229611476309956,38.98721939552388,10.77108620396757,23.444098703189283,-12.673012499221713,1216.4393676757813,1158.9169848632812,1106.159147644043,1.0714898988739396,-1
2022-05-10,1125.9954833984375,-0.017333167569684393,0.021217631388585834,36.24591673855591,2.814988658028824,19.31827669415719,-16.503288036128367,1214.205255126953,1159.6964208984375,1106.9832879638673,1.1425062127145926,1
2022-05-11,1114.4609375,-0.010243865156212117,0.020841032728264042,34.71912300082853,-4.370635458556762,14.580494263614401,-18.951129722171164,1210.4206848144531,1160.3812133789063,1107.7803552246094,0.9703464997551731,1
2022-05-12,1091.755859375,-0.020373148453218026,0.02119355107012697,31.87301358688393,-11.76182143498636,9.31203112389425,-21.07385255888061,1205.624853515625,1161.6884643554688,1108.475614013672,1.156708307438113,1
2022-05-13,1104.1322021484375,0.01133618168124384,0.021155138358073696,35.00085345837654,-16.431312204564847,4.163362458202432,-20.59467466276728,1202.5660400390625,1162.9866137695312,1109.1715551757814,1.071585379098567,1
2022-05-16,1104.4051513671875,0.000247207008561956,0.021161677272907343,35.07165356073729,-19.880719995706386,-0.6454540325793316,-19.235265963127055,1199.7347290039063,1163.60224609375,1109.902986755371,0.7394407730540759,1
2022-05-17,1150.7935791015625,0.04200308888178306,0.023359661031218643,45.86418642998776,-18.656185198038884,-4.247600265671242,-14.408584932367642,1199.4002990722656,1164.7907348632812,1110.931996154785,0.8945989647687463,1
2022-05-18,1154.979736328125,0.0036376265062503244,0.02160279411853435,46.72479317972758,-17.150247270704085,-6.82812966667781,-10.322117604026275,1197.0695007324218,1166.2472265625,1112.03164642334,0.9567015710221556,1
2022-05-19,1128.3614501953125,-0.023046539515434672,0.020789413210337216,42.13767541164844,-17.898333004661026,-9.042170334274454,-8.856162670386572,1191.6412048339844,1167.6513916015624,1113.0383596801757,0.838031929142167,1
2022-05-20,1194.1563720703125,0.058310146862613266,0.02439618270763169,54.125947243714606,-13.031872697878953,-9.840110806995355,-3.1917618908835976,1188.0545776367187,1171.1540747070312,1114.3378744506836,1.2421772599212773,0
2022-05-23,1186.1710205078125,-0.006687023365839262,0.024378186210503035,52.69886719851394,-9.707615628344456,-9.813611771265176,0.1059961429207199,1184.5987731933594,1174.5339086914062,1115.6382995605468,0.868894994962245,1
2022-05-24,1190.2432861328125,0.0034331184581264385,0.023917305666200754,53.374013047727,-6.667659519696599,-9.184421320951461,2.5167618012548623,1182.7980651855469,1176.9159008789063,1116.8744540405273,0.7784706510429358,0
2022-05-25,1188.491455078125,-0.0014718260334652955,0.022768149698136033,53.0233948954392,-4.349690008512425,-8.217475058463654,3.8677850499512285,1179.074932861328,1178.9156811523437,1118.0671545410157,0.7306464985753204,0
2022-05-26,1177.16162109375,-0.009532953674984745,0.022797925285412548,50.70355017102021,-3.3878523331643464,-7.251550513403793,3.8636981802394468,1174.7238830566407,1180.6260717773437,1119.1668045043946,1.0319175460508339,1
2022-05-27,1171.7012939453125,-0.004638553492224862,0.02238959099871824,49.577758389552,-3.0312494559645984,-6.407490301915955,3.376240845951356,1169.1556579589844,1182.0479833984375,1120.1697637939453,0.9791192754389368,1
